,x1,x2,x3,x4,x5,x6,y
928,61.13,61.035,61.085,61.39,61.195,60.855,60.605
929,61.035,61.085,61.39,61.195,60.855,60.605,60.305
930,61.085,61.39,61.195,60.855,60.605,60.305,60.245
931,61.39,61.195,60.855,60.605,60.305,60.245,60.19
932,61.195,60.855,60.605,60.305,60.245,60.19,59.91
933,60.855,60.605,60.305,60.245,60.19,59.91,59.935
934,60.605,60.305,60.245,60.19,59.91,59.935,59.815
935,60.305,60.245,60.19,59.91,59.935,59.815,59.955
936,60.245,60.19,59.91,59.935,59.815,59.955,60.355
937,60.19,59.91,59.935,59.815,59.955,60.355,59.905
938,59.91,59.935,59.815,59.955,60.355,59.905,60.13
939,59.935,59.815,59.955,60.355,59.905,60.13,59.975
940,59.815,59.955,60.355,59.905,60.13,59.975,60.045
941,59.955,60.355,59.905,60.13,59.975,60.045,60.325
942,60.355,59.905,60.13,59.975,60.045,60.325,60.255
943,59.905,60.13,59.975,60.045,60.325,60.255,60.355
944,60.13,59.975,60.045,60.325,60.255,60.355,60.305
945,59.975,60.045,60.325,60.255,60.355,60.305,60.295
946,60.045,60.325,60.255,60.355,60.305,60.295,60.295
947,60.325,60.255,60.355,60.305,60.295,60.295,60.265
948,60.255,60.355,60.305,60.295,60.295,60.265,60.675
949,60.355,60.305,60.295,60.295,60.265,60.675,60.885
950,60.305,60.295,60.295,60.265,60.675,60.885,61.01
951,60.295,60.295,60.265,60.675,60.885,61.01,61.055
952,60.295,60.265,60.675,60.885,61.01,61.055,60.605
953,60.265,60.675,60.885,61.01,61.055,60.605,60.615
954,60.675,60.885,61.01,61.055,60.605,60.615,60.355
955,60.885,61.01,61.055,60.605,60.615,60.355,60.27
956,61.01,61.055,60.605,60.615,60.355,60.27,60.235
957,61.055,60.605,60.615,60.355,60.27,60.235,60.09
958,60.605,60.615,60.355,60.27,60.235,60.09,60.075
959,60.615,60.355,60.27,60.235,60.09,60.075,60.055
960,60.355,60.27,60.235,60.09,60.075,60.055,59.965
961,60.27,60.235,60.09,60.075,60.055,59.965,60.065
962,60.235,60.09,60.075,60.055,59.965,60.065,59.905
963,60.09,60.075,60.055,59.965,60.065,59.905,59.965
964,60.075,60.055,59.965,60.065,59.905,59.965,59.405
965,60.055,59.965,60.065,59.905,59.965,59.405,59.415
966,59.965,60.065,59.905,59.965,59.405,59.415,59.365
967,60.065,59.905,59.965,59.405,59.415,59.365,58.565
968,59.905,59.965,59.405,59.415,59.365,58.565,58.595
969,59.965,59.405,59.415,59.365,58.565,58.595,58.705
970,59.405,59.415,59.365,58.565,58.595,58.705,58.615
971,59.415,59.365,58.565,58.595,58.705,58.615,58.465
972,59.365,58.565,58.595,58.705,58.615,58.465,58.445
973,58.565,58.595,58.705,58.615,58.465,58.445,58.715
974,58.595,58.705,58.615,58.465,58.445,58.715,58.955
975,58.705,58.615,58.465,58.445,58.715,58.955,58.935
976,58.615,58.465,58.445,58.715,58.955,58.935,59.045
977,58.465,58.445,58.715,58.955,58.935,59.045,59.105
978,58.445,58.715,58.955,58.935,59.045,59.105,59.08
979,58.715,58.955,58.935,59.045,59.105,59.08,59.435
980,58.955,58.935,59.045,59.105,59.08,59.435,59.28
981,58.935,59.045,59.105,59.08,59.435,59.28,59.165
982,59.045,59.105,59.08,59.435,59.28,59.165,59.105
983,59.105,59.08,59.435,59.28,59.165,59.105,59.135
984,59.08,59.435,59.28,59.165,59.105,59.135,59.33
985,59.435,59.28,59.165,59.105,59.135,59.33,59.235
986,59.28,59.165,59.105,59.135,59.33,59.235,59.31
987,59.165,59.105,59.135,59.33,59.235,59.31,59.715
988,59.105,59.135,59.33,59.235,59.31,59.715,60.115
989,59.135,59.33,59.235,59.31,59.715,60.115,60.215
990,59.33,59.235,59.31,59.715,60.115,60.215,60.225
991,59.235,59.31,59.715,60.115,60.215,60.225,60.235
992,59.31,59.715,60.115,60.215,60.225,60.235,60.065
993,59.715,60.115,60.215,60.225,60.235,60.065,60.09
994,60.115,60.215,60.225,60.235,60.065,60.09,60.255
995,60.215,60.225,60.235,60.065,60.09,60.255,60.035
996,60.225,60.235,60.065,60.09,60.255,60.035,60.21
997,60.235,60.065,60.09,60.255,60.035,60.21,60.045
998,60.065,60.09,60.255,60.035,60.21,60.045,60.085
999,60.09,60.255,60.035,60.21,60.045,60.085,60.035
1000,60.255,60.035,60.21,60.045,60.085,60.035,59.675
1001,60.035,60.21,60.045,60.085,60.035,59.675,59.745
1002,60.21,60.045,60.085,60.035,59.675,59.745,59.815
1003,60.045,60.085,60.035,59.675,59.745,59.815,59.955
1004,60.085,60.035,59.675,59.745,59.815,59.955,59.755
1005,60.035,59.675,59.745,59.815,59.955,59.755,59.685
1006,59.675,59.745,59.815,59.955,59.755,59.685,60.115
1007,59.745,59.815,59.955,59.755,59.685,60.115,59.97
1008,59.815,59.955,59.755,59.685,60.115,59.97,60.045
1009,59.955,59.755,59.685,60.115,59.97,60.045,60.235
1010,59.755,59.685,60.115,59.97,60.045,60.235,60.025
1011,59.685,60.115,59.97,60.045,60.235,60.025,60.385
1012,60.115,59.97,60.045,60.235,60.025,60.385,60.285
1013,59.97,60.045,60.235,60.025,60.385,60.285,60.265
1014,60.045,60.235,60.025,60.385,60.285,60.265,60.145
1015,60.235,60.025,60.385,60.285,60.265,60.145,59.965
1016,60.025,60.385,60.285,60.265,60.145,59.965,60.055
1017,60.385,60.285,60.265,60.145,59.965,60.055,60.055
1018,60.285,60.265,60.145,59.965,60.055,60.055,60.125
1019,60.265,60.145,59.965,60.055,60.055,60.125,60.245
1020,60.145,59.965,60.055,60.055,60.125,60.245,60.245
1021,59.965,60.055,60.055,60.125,60.245,60.245,60.755
1022,60.055,60.055,60.125,60.245,60.245,60.755,61.205
1023,60.055,60.125,60.245,60.245,60.755,61.205,60.885
1024,60.125,60.245,60.245,60.755,61.205,60.885,61.035
1025,60.245,60.245,60.755,61.205,60.885,61.035,61.405
1026,60.245,60.755,61.205,60.885,61.035,61.405,61.245
1027,60.755,61.205,60.885,61.035,61.405,61.245,61.085
1028,61.205,60.885,61.035,61.405,61.245,61.085,61.125
1029,60.885,61.035,61.405,61.245,61.085,61.125,61.095
1030,61.035,61.405,61.245,61.085,61.125,61.095,61.105
1031,61.405,61.245,61.085,61.125,61.095,61.105,60.82
1032,61.245,61.085,61.125,61.095,61.105,60.82,60.78
1033,61.085,61.125,61.095,61.105,60.82,60.78,60.775
1034,61.125,61.095,61.105,60.82,60.78,60.775,60.845
1035,61.095,61.105,60.82,60.78,60.775,60.845,60.695
1036,61.105,60.82,60.78,60.775,60.845,60.695,60.495
1037,60.82,60.78,60.775,60.845,60.695,60.495,60.555
1038,60.78,60.775,60.845,60.695,60.495,60.555,60.505
1039,60.775,60.845,60.695,60.495,60.555,60.505,60.485
1040,60.845,60.695,60.495,60.555,60.505,60.485,60.405
1041,60.695,60.495,60.555,60.505,60.485,60.405,60.51
1042,60.495,60.555,60.505,60.485,60.405,60.51,60.51
1043,60.555,60.505,60.485,60.405,60.51,60.51,60.585
1044,60.505,60.485,60.405,60.51,60.51,60.585,60.605
1045,60.485,60.405,60.51,60.51,60.585,60.605,60.465
1046,60.405,60.51,60.51,60.585,60.605,60.465,60.445
1047,60.51,60.51,60.585,60.605,60.465,60.445,60.305
1048,60.51,60.585,60.605,60.465,60.445,60.305,60.435
1049,60.585,60.605,60.465,60.445,60.305,60.435,60.78
1050,60.605,60.465,60.445,60.305,60.435,60.78,60.845
1051,60.465,60.445,60.305,60.435,60.78,60.845,60.975
1052,60.445,60.305,60.435,60.78,60.845,60.975,60.655
1053,60.305,60.435,60.78,60.845,60.975,60.655,61.025
1054,60.435,60.78,60.845,60.975,60.655,61.025,60.985
1055,60.78,60.845,60.975,60.655,61.025,60.985,61.115
1056,60.845,60.975,60.655,61.025,60.985,61.115,60.78
1057,60.975,60.655,61.025,60.985,61.115,60.78,60.795
1058,60.655,61.025,60.985,61.115,60.78,60.795,60.955
1059,61.025,60.985,61.115,60.78,60.795,60.955,61.045
1060,60.985,61.115,60.78,60.795,60.955,61.045,60.965
1061,61.115,60.78,60.795,60.955,61.045,60.965,61.345
1062,60.78,60.795,60.955,61.045,60.965,61.345,61.155
1063,60.795,60.955,61.045,60.965,61.345,61.155,61.615
1064,60.955,61.045,60.965,61.345,61.155,61.615,61.835
1065,61.045,60.965,61.345,61.155,61.615,61.835,61.72
1066,60.965,61.345,61.155,61.615,61.835,61.72,61.545
1067,61.345,61.155,61.615,61.835,61.72,61.545,61.545
1068,61.155,61.615,61.835,61.72,61.545,61.545,61.465
1069,61.615,61.835,61.72,61.545,61.545,61.465,61.47
1070,61.835,61.72,61.545,61.545,61.465,61.47,61.145
1071,61.72,61.545,61.545,61.465,61.47,61.145,61.165
1072,61.545,61.545,61.465,61.47,61.145,61.165,61.285
1073,61.545,61.465,61.47,61.145,61.165,61.285,60.945
1074,61.465,61.47,61.145,61.165,61.285,60.945,61.31
1075,61.47,61.145,61.165,61.285,60.945,61.31,61.485
1076,61.145,61.165,61.285,60.945,61.31,61.485,61.765
1077,61.165,61.285,60.945,61.31,61.485,61.765,61.315
1078,61.285,60.945,61.31,61.485,61.765,61.315,61.315
1079,60.945,61.31,61.485,61.765,61.315,61.315,61.095
1080,61.31,61.485,61.765,61.315,61.315,61.095,61.16
1081,61.485,61.765,61.315,61.315,61.095,61.16,61.17
1082,61.765,61.315,61.315,61.095,61.16,61.17,61.185
1083,61.315,61.315,61.095,61.16,61.17,61.185,61.255
1084,61.315,61.095,61.16,61.17,61.185,61.255,61.265
1085,61.095,61.16,61.17,61.185,61.255,61.265,61.29
1086,61.16,61.17,61.185,61.255,61.265,61.29,61.365
1087,61.17,61.185,61.255,61.265,61.29,61.365,61.51
1088,61.185,61.255,61.265,61.29,61.365,61.51,61.365
1089,61.255,61.265,61.29,61.365,61.51,61.365,61.34
1090,61.265,61.29,61.365,61.51,61.365,61.34,61.44
1091,61.29,61.365,61.51,61.365,61.34,61.44,61.44
1092,61.365,61.51,61.365,61.34,61.44,61.44,61.465
1093,61.51,61.365,61.34,61.44,61.44,61.465,61.57
1094,61.365,61.34,61.44,61.44,61.465,61.57,61.535
1095,61.34,61.44,61.44,61.465,61.57,61.535,61.49
1096,61.44,61.44,61.465,61.57,61.535,61.49,61.63
1097,61.44,61.465,61.57,61.535,61.49,61.63,61.63
1098,61.465,61.57,61.535,61.49,61.63,61.63,61.735
1099,61.57,61.535,61.49,61.63,61.63,61.735,61.845
1100,61.535,61.49,61.63,61.63,61.735,61.845,62.04
1101,61.49,61.63,61.63,61.735,61.845,62.04,61.845
1102,61.63,61.63,61.735,61.845,62.04,61.845,61.7
1103,61.63,61.735,61.845,62.04,61.845,61.7,61.915
1104,61.735,61.845,62.04,61.845,61.7,61.915,61.865
1105,61.845,62.04,61.845,61.7,61.915,61.865,61.74
1106,62.04,61.845,61.7,61.915,61.865,61.74,61.815
1107,61.845,61.7,61.915,61.865,61.74,61.815,62.06
1108,61.7,61.915,61.865,61.74,61.815,62.06,61.905
1109,61.915,61.865,61.74,61.815,62.06,61.905,61.885
1110,61.865,61.74,61.815,62.06,61.905,61.885,61.945
1111,61.74,61.815,62.06,61.905,61.885,61.945,61.845
1112,61.815,62.06,61.905,61.885,61.945,61.845,61.98
1113,62.06,61.905,61.885,61.945,61.845,61.98,61.89
1114,61.905,61.885,61.945,61.845,61.98,61.89,61.81
1115,61.885,61.945,61.845,61.98,61.89,61.81,62.05
1116,61.945,61.845,61.98,61.89,61.81,62.05,62.26
1117,61.845,61.98,61.89,61.81,62.05,62.26,62.21
1118,61.98,61.89,61.81,62.05,62.26,62.21,62.915
1119,61.89,61.81,62.05,62.26,62.21,62.915,63.53
1120,61.81,62.05,62.26,62.21,62.915,63.53,63.36
1121,62.05,62.26,62.21,62.915,63.53,63.36,63.055
1122,62.26,62.21,62.915,63.53,63.36,63.055,63.255
1123,62.21,62.915,63.53,63.36,63.055,63.255,63.31
1124,62.915,63.53,63.36,63.055,63.255,63.31,63.435
1125,63.53,63.36,63.055,63.255,63.31,63.435,63.52
1126,63.36,63.055,63.255,63.31,63.435,63.52,63.455
1127,63.055,63.255,63.31,63.435,63.52,63.455,63.665
1128,63.255,63.31,63.435,63.52,63.455,63.665,63.725
1129,63.31,63.435,63.52,63.455,63.665,63.725,63.315
1130,63.435,63.52,63.455,63.665,63.725,63.315,63.175
1131,63.52,63.455,63.665,63.725,63.315,63.175,63.445
1132,63.455,63.665,63.725,63.315,63.175,63.445,63.435
1133,63.665,63.725,63.315,63.175,63.445,63.435,63.375
1134,63.725,63.315,63.175,63.445,63.435,63.375,63.52
1135,63.315,63.175,63.445,63.435,63.375,63.52,63.205
1136,63.175,63.445,63.435,63.375,63.52,63.205,62.5
1137,63.445,63.435,63.375,63.52,63.205,62.5,62.355
1138,63.435,63.375,63.52,63.205,62.5,62.355,62.1
1139,63.375,63.52,63.205,62.5,62.355,62.1,62.085
1140,63.52,63.205,62.5,62.355,62.1,62.085,61.885
1141,63.205,62.5,62.355,62.1,62.085,61.885,62.085
1142,62.5,62.355,62.1,62.085,61.885,62.085,61.655
1143,62.355,62.1,62.085,61.885,62.085,61.655,61.825
1144,62.1,62.085,61.885,62.085,61.655,61.825,61.73
1145,62.085,61.885,62.085,61.655,61.825,61.73,61.635
1146,61.885,62.085,61.655,61.825,61.73,61.635,61.45
1147,62.085,61.655,61.825,61.73,61.635,61.45,61.515
1148,61.655,61.825,61.73,61.635,61.45,61.515,61.48
1149,61.825,61.73,61.635,61.45,61.515,61.48,61.515
1150,61.73,61.635,61.45,61.515,61.48,61.515,61.44
1151,61.635,61.45,61.515,61.48,61.515,61.44,61.807
1152,61.45,61.515,61.48,61.515,61.44,61.807,62.005
1153,61.515,61.48,61.515,61.44,61.807,62.005,61.721
1154,61.48,61.515,61.44,61.807,62.005,61.721,61.596
1155,61.515,61.44,61.807,62.005,61.721,61.596,61.842
1156,61.44,61.807,62.005,61.721,61.596,61.842,61.703
1157,61.807,62.005,61.721,61.596,61.842,61.703,62.058
1158,62.005,61.721,61.596,61.842,61.703,62.058,62.161
1159,61.721,61.596,61.842,61.703,62.058,62.161,62.327
1160,61.596,61.842,61.703,62.058,62.161,62.327,62.382
1161,61.842,61.703,62.058,62.161,62.327,62.382,62.14
1162,61.703,62.058,62.161,62.327,62.382,62.14,62.114
1163,62.058,62.161,62.327,62.382,62.14,62.114,62.105
1164,62.161,62.327,62.382,62.14,62.114,62.105,62.157
1165,62.327,62.382,62.14,62.114,62.105,62.157,62.064
1166,62.382,62.14,62.114,62.105,62.157,62.064,62.14
1167,62.14,62.114,62.105,62.157,62.064,62.14,62.27
1168,62.114,62.105,62.157,62.064,62.14,62.27,62.172
1169,62.105,62.157,62.064,62.14,62.27,62.172,62.09
1170,62.157,62.064,62.14,62.27,62.172,62.09,61.871
1171,62.064,62.14,62.27,62.172,62.09,61.871,61.744
1172,62.14,62.27,62.172,62.09,61.871,61.744,61.713
1173,62.27,62.172,62.09,61.871,61.744,61.713,61.862
1174,62.172,62.09,61.871,61.744,61.713,61.862,61.819
1175,62.09,61.871,61.744,61.713,61.862,61.819,62.309
1176,61.871,61.744,61.713,61.862,61.819,62.309,62.393
1177,61.744,61.713,61.862,61.819,62.309,62.393,62.475
1178,61.713,61.862,61.819,62.309,62.393,62.475,62.641
1179,61.862,61.819,62.309,62.393,62.475,62.641,62.723
1180,61.819,62.309,62.393,62.475,62.641,62.723,62.777
1181,62.309,62.393,62.475,62.641,62.723,62.777,62.559
1182,62.393,62.475,62.641,62.723,62.777,62.559,63.087
1183,62.475,62.641,62.723,62.777,62.559,63.087,62.778
1184,62.641,62.723,62.777,62.559,63.087,62.778,62.651
1185,62.723,62.777,62.559,63.087,62.778,62.651,62.39
1186,62.777,62.559,63.087,62.778,62.651,62.39,62.525
1187,62.559,63.087,62.778,62.651,62.39,62.525,62.415
1188,63.087,62.778,62.651,62.39,62.525,62.415,62.21
1189,62.778,62.651,62.39,62.525,62.415,62.21,62.344
1190,62.651,62.39,62.525,62.415,62.21,62.344,62.43
1191,62.39,62.525,62.415,62.21,62.344,62.43,62.84
1192,62.525,62.415,62.21,62.344,62.43,62.84,62.534
1193,62.415,62.21,62.344,62.43,62.84,62.534,62.514
1194,62.21,62.344,62.43,62.84,62.534,62.514,62.291
1195,62.344,62.43,62.84,62.534,62.514,62.291,62.163
1196,62.43,62.84,62.534,62.514,62.291,62.163,62.078
1197,62.84,62.534,62.514,62.291,62.163,62.078,61.93
1198,62.534,62.514,62.291,62.163,62.078,61.93,62.206
1199,62.514,62.291,62.163,62.078,61.93,62.206,62.301
1200,62.291,62.163,62.078,61.93,62.206,62.301,62.201
1201,62.163,62.078,61.93,62.206,62.301,62.201,62.301
1202,62.078,61.93,62.206,62.301,62.201,62.301,62.184
1203,61.93,62.206,62.301,62.201,62.301,62.184,62.413
1204,62.206,62.301,62.201,62.301,62.184,62.413,62.294
1205,62.301,62.201,62.301,62.184,62.413,62.294,62.353
1206,62.201,62.301,62.184,62.413,62.294,62.353,62.317
1207,62.301,62.184,62.413,62.294,62.353,62.317,62.554
1208,62.184,62.413,62.294,62.353,62.317,62.554,63.14
1209,62.413,62.294,62.353,62.317,62.554,63.14,62.881
1210,62.294,62.353,62.317,62.554,63.14,62.881,62.968
1211,62.353,62.317,62.554,63.14,62.881,62.968,63.283
1212,62.317,62.554,63.14,62.881,62.968,63.283,63.747
1213,62.554,63.14,62.881,62.968,63.283,63.747,63.334
1214,63.14,62.881,62.968,63.283,63.747,63.334,63.049
1215,62.881,62.968,63.283,63.747,63.334,63.049,63.44
1216,62.968,63.283,63.747,63.334,63.049,63.44,63.531
1217,63.283,63.747,63.334,63.049,63.44,63.531,63.692
1218,63.747,63.334,63.049,63.44,63.531,63.692,63.562
1219,63.334,63.049,63.44,63.531,63.692,63.562,63.376
1220,63.049,63.44,63.531,63.692,63.562,63.376,63.635
1221,63.44,63.531,63.692,63.562,63.376,63.635,64.071
1222,63.531,63.692,63.562,63.376,63.635,64.071,63.705
1223,63.692,63.562,63.376,63.635,64.071,63.705,64.007
1224,63.562,63.376,63.635,64.071,63.705,64.007,64.146
1225,63.376,63.635,64.071,63.705,64.007,64.146,64.014
1226,63.635,64.071,63.705,64.007,64.146,64.014,63.403
1227,64.071,63.705,64.007,64.146,64.014,63.403,63.442
1228,63.705,64.007,64.146,64.014,63.403,63.442,63.725
1229,64.007,64.146,64.014,63.403,63.442,63.725,63.781
1230,64.146,64.014,63.403,63.442,63.725,63.781,63.612
1231,64.014,63.403,63.442,63.725,63.781,63.612,63.578
1232,63.403,63.442,63.725,63.781,63.612,63.578,63.511
1233,63.442,63.725,63.781,63.612,63.578,63.511,63.493
1234,63.725,63.781,63.612,63.578,63.511,63.493,63.983
1235,63.781,63.612,63.578,63.511,63.493,63.983,63.823
1236,63.612,63.578,63.511,63.493,63.983,63.823,63.79
1237,63.578,63.511,63.493,63.983,63.823,63.79,63.733
1238,63.511,63.493,63.983,63.823,63.79,63.733,63.61
1239,63.493,63.983,63.823,63.79,63.733,63.61,63.699
1240,63.983,63.823,63.79,63.733,63.61,63.699,63.996
1241,63.823,63.79,63.733,63.61,63.699,63.996,63.963
1242,63.79,63.733,63.61,63.699,63.996,63.963,64.111
1243,63.733,63.61,63.699,63.996,63.963,64.111,63.963
1244,63.61,63.699,63.996,63.963,64.111,63.963,64.039
1245,63.699,63.996,63.963,64.111,63.963,64.039,63.782
1246,63.996,63.963,64.111,63.963,64.039,63.782,63.985
1247,63.963,64.111,63.963,64.039,63.782,63.985,64.1
1248,64.111,63.963,64.039,63.782,63.985,64.1,64.081
1249,63.963,64.039,63.782,63.985,64.1,64.081,64.166
1250,64.039,63.782,63.985,64.1,64.081,64.166,63.905
1251,63.782,63.985,64.1,64.081,64.166,63.905,63.579
1252,63.985,64.1,64.081,64.166,63.905,63.579,63.532
1253,64.1,64.081,64.166,63.905,63.579,63.532,63.532
1254,64.081,64.166,63.905,63.579,63.532,63.532,63.59
1255,64.166,63.905,63.579,63.532,63.532,63.59,63.548
1256,63.905,63.579,63.532,63.532,63.59,63.548,63.528
1257,63.579,63.532,63.532,63.59,63.548,63.528,63.523
1258,63.532,63.532,63.59,63.548,63.528,63.523,63.707
1259,63.532,63.59,63.548,63.528,63.523,63.707,63.609
1260,63.59,63.548,63.528,63.523,63.707,63.609,63.553
1261,63.548,63.528,63.523,63.707,63.609,63.553,63.297
1262,63.528,63.523,63.707,63.609,63.553,63.297,63.427
1263,63.523,63.707,63.609,63.553,63.297,63.427,63.263
1264,63.707,63.609,63.553,63.297,63.427,63.263,63.476
1265,63.609,63.553,63.297,63.427,63.263,63.476,63.456
1266,63.553,63.297,63.427,63.263,63.476,63.456,63.318
1267,63.297,63.427,63.263,63.476,63.456,63.318,63.359
1268,63.427,63.263,63.476,63.456,63.318,63.359,63.45
1269,63.263,63.476,63.456,63.318,63.359,63.45,63.278
1270,63.476,63.456,63.318,63.359,63.45,63.278,63.508
1271,63.456,63.318,63.359,63.45,63.278,63.508,63.487
1272,63.318,63.359,63.45,63.278,63.508,63.487,63.483
1273,63.359,63.45,63.278,63.508,63.487,63.483,63.6
1274,63.45,63.278,63.508,63.487,63.483,63.6,63.567
1275,63.278,63.508,63.487,63.483,63.6,63.567,63.57
1276,63.508,63.487,63.483,63.6,63.567,63.57,63.922
1277,63.487,63.483,63.6,63.567,63.57,63.922,64.16
1278,63.483,63.6,63.567,63.57,63.922,64.16,64.232
1279,63.6,63.567,63.57,63.922,64.16,64.232,63.8
1280,63.567,63.57,63.922,64.16,64.232,63.8,63.826
1281,63.57,63.922,64.16,64.232,63.8,63.826,64.152
1282,63.922,64.16,64.232,63.8,63.826,64.152,63.996
1283,64.16,64.232,63.8,63.826,64.152,63.996,64.178
1284,64.232,63.8,63.826,64.152,63.996,64.178,63.798
1285,63.8,63.826,64.152,63.996,64.178,63.798,63.692
1286,63.826,64.152,63.996,64.178,63.798,63.692,63.722
1287,64.152,63.996,64.178,63.798,63.692,63.722,63.744
1288,63.996,64.178,63.798,63.692,63.722,63.744,63.773
1289,64.178,63.798,63.692,63.722,63.744,63.773,64.354
1290,63.798,63.692,63.722,63.744,63.773,64.354,64.855
1291,63.692,63.722,63.744,63.773,64.354,64.855,65.234
1292,63.722,63.744,63.773,64.354,64.855,65.234,65.097
1293,63.744,63.773,64.354,64.855,65.234,65.097,65.444
1294,63.773,64.354,64.855,65.234,65.097,65.444,65.409
1295,64.354,64.855,65.234,65.097,65.444,65.409,65.097
1296,64.855,65.234,65.097,65.444,65.409,65.097,65.441
1297,65.234,65.097,65.444,65.409,65.097,65.441,66.39
1298,65.097,65.444,65.409,65.097,65.441,66.39,66.867
1299,65.444,65.409,65.097,65.441,66.39,66.867,66.289
1300,65.409,65.097,65.441,66.39,66.867,66.289,66.141
1301,65.097,65.441,66.39,66.867,66.289,66.141,65.985
1302,65.441,66.39,66.867,66.289,66.141,65.985,66.151
1303,66.39,66.867,66.289,66.141,65.985,66.151,66.398
1304,66.867,66.289,66.141,65.985,66.151,66.398,66.383
1305,66.289,66.141,65.985,66.151,66.398,66.383,66.202
1306,66.141,65.985,66.151,66.398,66.383,66.202,66.124
1307,65.985,66.151,66.398,66.383,66.202,66.124,66.726
1308,66.151,66.398,66.383,66.202,66.124,66.726,66.853
1309,66.398,66.383,66.202,66.124,66.726,66.853,66.311
1310,66.383,66.202,66.124,66.726,66.853,66.311,66.646
1311,66.202,66.124,66.726,66.853,66.311,66.646,66.309
1312,66.124,66.726,66.853,66.311,66.646,66.309,66.242
1313,66.726,66.853,66.311,66.646,66.309,66.242,66.279
1314,66.853,66.311,66.646,66.309,66.242,66.279,66.449
1315,66.311,66.646,66.309,66.242,66.279,66.449,66.194
1316,66.646,66.309,66.242,66.279,66.449,66.194,66.117
1317,66.309,66.242,66.279,66.449,66.194,66.117,65.869
1318,66.242,66.279,66.449,66.194,66.117,65.869,65.71
1319,66.279,66.449,66.194,66.117,65.869,65.71,65.91
1320,66.449,66.194,66.117,65.869,65.71,65.91,66.175
1321,66.194,66.117,65.869,65.71,65.91,66.175,66.108
1322,66.117,65.869,65.71,65.91,66.175,66.108,66.16
1323,65.869,65.71,65.91,66.175,66.108,66.16,66.413
1324,65.71,65.91,66.175,66.108,66.16,66.413,65.836
1325,65.91,66.175,66.108,66.16,66.413,65.836,65.524
1326,66.175,66.108,66.16,66.413,65.836,65.524,65.623
1327,66.108,66.16,66.413,65.836,65.524,65.623,65.155
1328,66.16,66.413,65.836,65.524,65.623,65.155,65.145
1329,66.413,65.836,65.524,65.623,65.155,65.145,65.127
1330,65.836,65.524,65.623,65.155,65.145,65.127,64.935
1331,65.524,65.623,65.155,65.145,65.127,64.935,64.817
1332,65.623,65.155,65.145,65.127,64.935,64.817,64.779
1333,65.155,65.145,65.127,64.935,64.817,64.779,64.797
1334,65.145,65.127,64.935,64.817,64.779,64.797,65.112
1335,65.127,64.935,64.817,64.779,64.797,65.112,64.735
1336,64.935,64.817,64.779,64.797,65.112,64.735,64.78
1337,64.817,64.779,64.797,65.112,64.735,64.78,64.703
1338,64.779,64.797,65.112,64.735,64.78,64.703,64.92
1339,64.797,65.112,64.735,64.78,64.703,64.92,65.024
1340,65.112,64.735,64.78,64.703,64.92,65.024,65.133
1341,64.735,64.78,64.703,64.92,65.024,65.133,64.869
1342,64.78,64.703,64.92,65.024,65.133,64.869,64.964
1343,64.703,64.92,65.024,65.133,64.869,64.964,64.921
1344,64.92,65.024,65.133,64.869,64.964,64.921,65.112
1345,65.024,65.133,64.869,64.964,64.921,65.112,65.154
1346,65.133,64.869,64.964,64.921,65.112,65.154,65.444
1347,64.869,64.964,64.921,65.112,65.154,65.444,65.413
1348,64.964,64.921,65.112,65.154,65.444,65.413,65.568
1349,64.921,65.112,65.154,65.444,65.413,65.568,65.592
1350,65.112,65.154,65.444,65.413,65.568,65.592,65.609
1351,65.154,65.444,65.413,65.568,65.592,65.609,65.817
1352,65.444,65.413,65.568,65.592,65.609,65.817,66.42
1353,65.413,65.568,65.592,65.609,65.817,66.42,66.44
1354,65.568,65.592,65.609,65.817,66.42,66.44,66.07
1355,65.592,65.609,65.817,66.42,66.44,66.07,66.135
1356,65.609,65.817,66.42,66.44,66.07,66.135,66.19
1357,65.817,66.42,66.44,66.07,66.135,66.19,66.079
1358,66.42,66.44,66.07,66.135,66.19,66.079,65.905
1359,66.44,66.07,66.135,66.19,66.079,65.905,66.008
1360,66.07,66.135,66.19,66.079,65.905,66.008,66.057
1361,66.135,66.19,66.079,65.905,66.008,66.057,66.088
1362,66.19,66.079,65.905,66.008,66.057,66.088,66.095
1363,66.079,65.905,66.008,66.057,66.088,66.095,66.398
1364,65.905,66.008,66.057,66.088,66.095,66.398,66.261
1365,66.008,66.057,66.088,66.095,66.398,66.261,66.371
1366,66.057,66.088,66.095,66.398,66.261,66.371,66.66
1367,66.088,66.095,66.398,66.261,66.371,66.66,66.835
1368,66.095,66.398,66.261,66.371,66.66,66.835,66.462
1369,66.398,66.261,66.371,66.66,66.835,66.462,66.433
1370,66.261,66.371,66.66,66.835,66.462,66.433,66.598
1371,66.371,66.66,66.835,66.462,66.433,66.598,66.79
1372,66.66,66.835,66.462,66.433,66.598,66.79,66.643
1373,66.835,66.462,66.433,66.598,66.79,66.643,66.777
1374,66.462,66.433,66.598,66.79,66.643,66.777,66.862
1375,66.433,66.598,66.79,66.643,66.777,66.862,66.855
1376,66.598,66.79,66.643,66.777,66.862,66.855,66.761
1377,66.79,66.643,66.777,66.862,66.855,66.761,67.1
1378,66.643,66.777,66.862,66.855,66.761,67.1,67.092
1379,66.777,66.862,66.855,66.761,67.1,67.092,66.866
1380,66.862,66.855,66.761,67.1,67.092,66.866,66.454
